Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
pj-masks-wheelie-vehicle-cat-boy,PJ Masks Wheelie Vehicle - Cat Boy,PJ Masks Wheelie Vehicle - Cat Boy,PJ MASKS,,TOYS,"egnition-sample-data, pj-masks, toys",true,Title,Default Title,,,,,TOY355,0.0,shopify,8,deny,manual,13.09,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/a9f6be1b7993f24f7e234a04cef562f2.jpg?v=1676441353,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
pj-mask-rev-n-rumble-owl-glider,PJ Mask Rev-N-Rumble Owl Glider,PJ Mask Rev-N-Rumble Owl Glider,PJ MASKS,,TOYS,"egnition-sample-data, pj-masks, toys",true,Title,Default Title,,,,,TOY354,0.0,shopify,16,deny,manual,18.70,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/41f5668f9d13242ae005745e25601e95.jpg?v=1676441351,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
pj-masks-wheelie-vehicle-gekko,PJ Masks Wheelie Vehicle - Gekko,PJ Masks Wheelie Vehicle - Gekko,PJ MASKS,,TOYS,"egnition-sample-data, pj-masks, toys",true,Title,Default Title,,,,,TOY353,0.0,shopify,2,deny,manual,13.09,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/f456770497b3e853483806e5bdddeb04.jpg?v=1676441349,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
pj-masks-collectible-figures-set-5-pack,PJ Masks Collectible Figures Set 5 pack,PJ Masks Collectible Figures Set 5 pack,PJ MASKS,,TOYS,"egnition-sample-data, pj-masks, toys",true,Title,Default Title,,,,,TOY352,0.0,shopify,1,deny,manual,22.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/2e35fdc8fa59a78051df147b07771568.jpg?v=1676441347,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
pj-masks-feature-plush-cat-boy,PJ Masks Feature Plush Cat Boy,PJ Masks Feature Plush Cat Boy,PJ MASKS,,TOYS,"egnition-sample-data, pj-masks, toys",true,Title,Default Title,,,,,TOY351,0.0,shopify,14,deny,manual,31.79,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/806870c44f9bf1df23e54c6dd755c019.jpg?v=1676441345,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
uno-teenage-mutant-ninja-turtles,UNO Teenage Mutant Ninja Turtles,"Classic UNO rules apply, yet with the addition of a special rule and 4 corresponding action cards, players get the chance to experience all new game changing moments!",TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY350,0.0,shopify,4,deny,manual,5.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/e6d0a4dd0b7520ab4ca67807567ca206.jpg?v=1676441343,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-classic-party-wagon,Mega Bloks Teenage Mutant Ninja Turtles Classic Party Wagon,The Turtles' Classic Party Wagon definitely personifies Turtle Power! Search the streets breaking only for battles when you build the most iconic vehicle from the '87 series that faithfully captures the spirit of the Turtles like no other collectible!,TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, on-sale, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY349,0.0,shopify,14,deny,manual,34.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/39593062674e8603af4abc0af34a52cd.jpg?v=1676441341,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-raph-heli-pack-figure,Mega Bloks Teenage Mutant Ninja Turtles Raph Heli Pack Figure,Take Raph for a spin in the air to propel some aerial action! Ninjas in training can patrol the streets from air when they take to the sky with the toughest Turtle!,TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, on-sale, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY348,0.0,shopify,13,deny,manual,2.10,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/f4040e4acdfb3ac852fed166f0918851.jpg?v=1676441339,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-half-shell-heroes-cookie-factory,Mega Bloks Teenage Mutant Ninja Turtles Half-Shell Heroes Cookie Factory,"Little Turtles fans can build the factory, with its conveyor belts, and a loading dock that opens. But watch out for the Mouser guarding the factory floor!",TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, on-sale, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY347,0.0,shopify,15,deny,manual,8.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/48a1cbdd745a5b877329b879f4b59d08.jpg?v=1676441336,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-transforming-turtle-mech,Mega Bloks Teenage Mutant Ninja Turtles Transforming Turtle Mech,"Transform the battle in the biggest, baddest Turtles weapon ever! Shell shock the Kraang when you build the Green Team's towering, Turtle-powered robot and send them back to Dimension X!",TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, on-sale, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY346,0.0,shopify,20,deny,manual,29.39,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/a4ec99a3707e49f801635dd4aa996213.jpg?v=1676441335,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-leo-shredder-showdown,Mega Bloks Teenage Mutant Ninja Turtles Leo Shredder Showdown,"It's buggy vs. bike in a fueled showdown between two rivals! Leo and Shredder are slicing through the streets, ready to race into battle in the ultimate war on wheels! Build Leo's Turtle buggy and sit him in the driver's seat to go on the attack!",TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, on-sale, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY345,0.0,shopify,13,deny,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/85ee7e10ae78810fd55b5442c0ca7a41.jpg?v=1676441333,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-baxter-mutation-lab,Mega Bloks Teenage Mutant Ninja Turtles Baxter Mutation Lab,Teenage Mutant Ninja Turtles! Baxter is set on making a mutant army and plans to use his big vat of mutagen ooze to do it.,TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, on-sale, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY344,0.0,shopify,17,deny,manual,7.50,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/e77b98aadcf9ac054539cf08de118704.jpg?v=1676441330,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-advent-calendar,Mega Bloks Teenage Mutant Ninja Turtles Advent Calendar,"Add a little ninja-ness to your winter festivities when you open a new buildable, Turtles-themed surprise for every day of the holiday season! With 24 surprises to build, the Turtles Advent Calendar features four buildable, micro action figures with accessories, including one Turtle that you can equip to look like any of the four brothers!",TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, on-sale, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY343,0.0,shopify,14,deny,manual,9.00,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/385169ea512a82582b49c1f444f48b5f.jpg?v=1676441329,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-leo-pizza-fury-playset,Mega Bloks Teenage Mutant Ninja Turtles Leo Pizza Fury Playset,The art of defense gets cheesy with the Leo Pizza Fury playset by Mega Bloks Teenage Mutant Ninja Turtles!,TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, on-sale, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY342,0.0,shopify,7,deny,manual,5.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/786e506a8b09a7d46d8c0a6e87da2fde.jpg?v=1676441327,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-raph-dojo-combat-playset,Mega Bloks Teenage Mutant Ninja Turtles Raph Dojo Combat Playset,"Down in the lair, it is time for training with the Raph Dojo Combat playset by Mega Bloks Teenage Mutant Ninja Turtles! With a sai in each hand, Raph attitude is in full swing as he hones his ninja skills by practicing with a dangling dummy.",TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, on-sale, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY341,0.0,shopify,13,deny,manual,4.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/7d1dd85c49d6fd0d0975fd35f824f2b5.jpg?v=1676441326,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-ninja-name-plate-builder,Mega Bloks Teenage Mutant Ninja Turtles Ninja Name Plate Builder,"Display your Turtle pride with this buildable, mutated nameplate! Add some Turtle attitude to your name or any other word and ninja-fy it!",TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, on-sale, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY340,0.0,shopify,17,deny,manual,13.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/640b7e3dfb86d74931a8d7118828ad69.jpg?v=1676441324,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-raph-skate-training,Mega Bloks Teenage Mutant Ninja Turtles Raph Skate Training,Raphael is exploring the city on his skateboard when an ordinary speed bump gives this fierce-fighting Turtle a chance to prove his skate skills.,TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY339,0.0,shopify,14,deny,manual,6.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/30f0f1bdcc680dbdb9fb4c71984695e7.jpg?v=1676441322,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-mikey-nunchuk-training,Mega Bloks Teenage Mutant Ninja Turtles Mikey Nunchuk Training,Build the alleyway and help Mikey sharpen his ninja skills when you move him from side to side on the swiveling platform.,TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY338,0.0,shopify,20,deny,manual,6.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/814095587b50bc1397f5f760eac77cb4.jpg?v=1676441320,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-rocksteady-villain-pack,Mega Bloks Teenage Mutant Ninja Turtles Rocksteady Villain Pack,Build the enemy gang and set them against a showcase-style backdrop of pipes and panels illustrated with original action scenes.,TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY337,0.0,shopify,5,deny,manual,15.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/3ce765ad225b2936066f79f5a48ce29c.jpg?v=1676441318,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-bebop-villain-pack,Mega Bloks Teenage Mutant Ninja Turtles Bebop Villain Pack,"Thug turned warthog, Bebop brings a backup of three Foot Soldiers to this classic Turtles-themed collector construction set.",TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY336,0.0,shopify,14,deny,manual,15.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/6d1271af9212cd5dba20d702ce6898d0.jpg?v=1676441316,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-construx-teenage-mutant-ninja-turtles-dr-baxter-stockman-mutagen-canister,Mega Construx Teenage Mutant Ninja Turtles Dr. Baxter Stockman Mutagen Canister,"Create Rocksteady's origin and mutate him into a ferocious, hulking rhino! The origin of Turtles' roughest, toughest (and most incompetent) villain is revealed when you create this horrific mutation!",TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY335,0.0,shopify,7,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/a63d84eac65172cf6733be93e9feba3d.jpg?v=1676441314,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-construx-teenage-mutant-ninja-turtles-classic-series-michelangelo-mutagen-canister,Mega Construx Teenage Mutant Ninja Turtles Classic Series Michelangelo Mutagen Canister,"Mutate Michelangelo and transform him from a tiny turtle into a party dude! Let's get this party started, dude! When he's not kicking the Foot Clan's butt, Michelangelo is kicking-back with some tubular tunes!",TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY334,0.0,shopify,6,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/aff81b3e06abc20adb4927400c35f44c.jpg?v=1676441312,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-construx-teenage-mutant-ninja-turtles-classic-series-raphael-mutagen-canister,Mega Construx Teenage Mutant Ninja Turtles Classic Series Raphael Mutagen Canister,"Mutate Raphael and go undercover as a cool, but crude, spy in disguise! When Raphael needs to go on an undercover mission, he has the perfect disguise to walk the streets undetected!",TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY333,0.0,shopify,12,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/7396cfd96255cef5c4892dc90ed44ed4.jpg?v=1676441310,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-teenage-mutant-ninja-turtles-dimension-x-building-set,Mega Bloks Teenage Mutant Ninja Turtles Dimension X Building Set,"Play with Hot Wheels in new, innovative ways that inspire creativity and learning while having a blast!",TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY332,0.0,shopify,2,deny,manual,14.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/2a26afa6ef7250ac855102f53b800f51.jpg?v=1676441308,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-construx-teenage-mutant-ninja-turtles-micro-action-figures-red-ninja,"Mega Construx Teenage Mutant Ninja Turtles Micro Action Figures, Red Ninja",It's time for the ultimate sewer showdown when you pit good against evil with the Teenage Mutant Ninja Turtles Micro Action Figures Series 6 and 7!,TEENAGE MUTANT NINJA TURTLES,,TOYS,"egnition-sample-data, teenage-mutant-ninja-turtle, toys",true,Title,Default Title,,,,,TOY331,0.0,shopify,9,deny,manual,2.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b00680ca7bdbe8afff22e94c7d7f4fb7.jpg?v=1676441306,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
shopkins-s4-cupcake-queen-cafe,Shopkins S4 Cupcake Queen Cafe,"Includes 2 exclusive cake boxes, 2 exclusive shopkins and 1 cupcake queen cafe.",SHOPKINS,,TOYS,"egnition-sample-data, shopkins, toys",true,Title,Default Title,,,,,TOY330,0.0,shopify,15,deny,manual,9.35,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/61cf53efdc29aa68a570c7a20823145b.jpg?v=1676441304,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
shopkins-season-8-world-vacation-boarding-to-europe-asst-2,Shopkins Season 8 World Vacation Boarding to Europe Asst 2,"Includes 12 Shopkins, 1 loft (inc. roof and balcony), 1 charm thread and 1 collector's guide",SHOPKINS,,TOYS,"egnition-sample-data, shopkins, toys",true,Title,Default Title,,,,,TOY329,0.0,shopify,15,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/f0b15072f268ad16b1d4d0120d397374.jpg?v=1676441302,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
shopkins-world-vacation-coralee,Shopkins World Vacation Coralee,"Includes 2 Exclusive Shopkins, 1 suitcase, 1 Passport, 1 Luggage tag and 1 doll stand.",SHOPKINS,,TOYS,"egnition-sample-data, shopkins, toys",true,Title,Default Title,,,,,TOY328,0.0,shopify,18,deny,manual,16.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/0a0d34c037546b2ddfc06124cf4d1b2e.jpg?v=1676441300,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
shopkins-happy-places-happy-home-games-room-and-laundry,Shopkins Happy Places - Happy Home Games Room and Laundry,Decorate and Display in 1000s of ways! Happy Places is a miniature of super cute Petkins furniture and accessories that live with their Lil' Shoppies friends in Happyville!!!,SHOPKINS,,TOYS,"egnition-sample-data, shopkins, toys",true,Title,Default Title,,,,,TOY327,0.0,shopify,2,deny,manual,28.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/45d8dfae8f7cfcc11d11885cbf2e42f4.jpg?v=1676441298,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
shopkins-happy-places-puppy-parlor-jessicake-and-popette-set,Shopkins Happy Places Puppy Parlor Jessicake and Popette Set,Shopkins Happy Places Puppy Parlor Jessicake and Popette Set,SHOPKINS,,TOYS,"egnition-sample-data, shopkins, toys",true,Title,Default Title,,,,,TOY326,0.0,shopify,10,deny,manual,12.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/8bf705e82b5105f9289592e6bab3472e.jpg?v=1676441296,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
shopkins-season-8-world-vacation-precious-jewels-collection,Shopkins Season 8 World Vacation - Precious Jewels Collection,Shopkins Season 8 World Vacation - Precious Jewels Collection,SHOPKINS,,TOYS,"egnition-sample-data, shopkins, toys",true,Title,Default Title,,,,,TOY325,0.0,shopify,0,deny,manual,14.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/fbcd7c41b891212060b2abc56e83054d.jpg?v=1676441294,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
happy-places-shopkins-happyville-high-school,Happy Places Shopkins Happyville High School,"Hight School to fill and decorate your own way. Make a display that all class in the classroom, and have lunch in the cafeteria with some tasty Petkins!",SHOPKINS,,TOYS,"egnition-sample-data, shopkins, toys",true,Title,Default Title,,,,,TOY324,0.0,shopify,18,deny,manual,37.88,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/83c6d099259b305f20b3ff612eaeb7b7.jpg?v=1676441292,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
shopkins-season-8-world-vacation-oh-la-la-macaron-cafe-playset,Shopkins Season 8 World Vacation - Oh La La Macaron Cafe Playset,Here we are in beautiful Paris - The City of Love! Come take a seat on the street and share some fun with some treats in front of the Oh La La Macaron Cafe!,SHOPKINS,,TOYS,"egnition-sample-data, shopkins, toys",true,Title,Default Title,,,,,TOY323,0.0,shopify,5,deny,manual,14.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/71ab901dfd9ec8dd57ca6d366f9081c4.jpg?v=1676441290,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
shopkins-shoppies-season-4-party-doll-bridie,Shopkins Shoppies Season 4 Party Doll Bridie,"Recommended for ages 5 and up. 2 exclusive shopkins accessories. Includes 1 Shoppie, 1 brush, 1 VIP pass, 1 dancing party stand",SHOPKINS,,TOYS,"egnition-sample-data, shopkins, toys",true,Title,Default Title,,,,,TOY322,0.0,shopify,7,deny,manual,899.75,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/38baddc6c27a22cfea7d30a1e0b1e081.jpg?v=1676441287,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
shopkins-season-8-world-vacation-boarding-to-europe-mega-pack,Shopkins Season 8 World Vacation - Boarding to Europe Mega Pack,Shopkins Season 8 World Vacation - Boarding to Europe Mega Pack,SHOPKINS,,TOYS,"egnition-sample-data, shopkins, toys",true,Title,Default Title,,,,,TOY321,0.0,shopify,1,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/aab7f60c05990e0b49cdc28df5696f37.jpg?v=1676441284,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
